game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2019_73,2019,73,MIL,Bucks,A,111,116,Western,Northwest,Milwaukee,Wisconsin,-5,loss,23,48 W 25 L,0.658
nas_2019_74,2019,74,MEM,Grizzlies,A,121,104,Western,Southwest,Memphis,Tennessee,17,win,24,49 W 25 L,0.662
nas_2019_75,2019,75,CLE,Cavaliers,A,105,121,Eastern,Central,Cleveland,Ohio,-16,loss,23,49 W 26 L,0.653
nas_2019_76,2019,76,HOU,Rockets,A,111,138,Western,Southwest,Houston,Texas,-27,loss,22,49 W 27 L,0.645
nas_2019_77,2019,77,VCR,Ravens,H,113,121,Western,Northwest,Nashville,Tennessee,-8,loss,21,49 W 28 L,0.636
nas_2019_78,2019,78,SAN,Spurs,A,102,118,Western,Southwest,San Antonio,Texas,-16,loss,20,49 W 29 L,0.628
nas_2019_79,2019,79,ORL,Magic,A,116,96,Eastern,Southeast,Orlando,Florida,20,win,21,50 W 29 L,0.633
nas_2019_80,2019,80,PHX,Suns,A,109,107,Western,Pacific,Phoenix,Arizona,2,win,22,51 W 29 L,0.637
nas_2019_81,2019,81,BAL,Barons,H,105,82,Eastern,Atlantic,Nashville,Tennessee,23,win,23,52 W 29 L,0.642
nas_2019_82,2019,82,DET,Pistons,A,93,103,Eastern,Central,Detroit,Michigan,-10,loss,22,52 W 30 L,0.634
