game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2030_43,2030,43,DAL,Mavericks,Western,Southwest,Dallas,Texas,115,80,A,35,win,39,41 W 2 L,0.953
cht_2030_44,2030,44,CHI,Bulls,Eastern,Central,Charlotte,North Carolina,97,83,H,14,win,40,42 W 2 L,0.955
cht_2030_45,2030,45,SAS,Spurs,Western,Southwest,San Antonio,Texas,108,74,A,34,win,41,43 W 2 L,0.956
cht_2030_46,2030,46,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,133,87,H,46,win,42,44 W 2 L,0.957
cht_2030_47,2030,47,DEN,Nuggets,Western,Northwest,Denver,Colorado,146,126,A,20,win,43,45 W 2 L,0.957
cht_2030_48,2030,48,KCK,Knights,Western,Northwest,Charlotte,North Carolina,122,115,H,7,win,44,46 W 2 L,0.958
cht_2030_49,2030,49,MEM,Grizzlies,Western,Southwest,Memphis,Tennessee,125,98,A,27,win,45,47 W 2 L,0.959
cht_2030_50,2030,50,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,111,71,H,40,win,46,48 W 2 L,0.96
cht_2030_51,2030,51,POR,Blazers,Western,Northwest,Portland,Oregon,124,104,A,20,win,47,49 W 2 L,0.961
cht_2030_52,2030,52,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,126,85,H,41,win,48,50 W 2 L,0.962
cht_2030_53,2030,53,NYK,Knicks,Eastern,Atlantic,New York City,New York,126,103,A,23,win,49,51 W 2 L,0.962
cht_2030_54,2030,54,DET,Pistons,Eastern,Central,Charlotte,North Carolina,131,79,H,52,win,50,52 W 2 L,0.963
cht_2030_55,2030,55,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,104,93,A,11,win,51,53 W 2 L,0.964
cht_2030_56,2030,56,LAL,Lakers,Western,Pacific,Los Angeles,California,127,91,A,36,win,52,54 W 2 L,0.964
cht_2030_57,2030,57,MIN,Timberwolves,Western,Northwest,Charlotte,North Carolina,109,106,H,3,win,53,55 W 2 L,0.965
cht_2030_58,2030,58,VIR,Storm,Eastern,Southeast,Richmond,Virginia,118,121,A,-3,loss,52,55 W 3 L,0.948
cht_2030_59,2030,59,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,119,105,A,14,win,53,56 W 3 L,0.949
cht_2030_60,2030,60,MIN,Timberwolves,Western,Northwest,Minnenapolis,Minnesota,102,100,A,2,win,54,57 W 3 L,0.95
cht_2030_61,2030,61,STL,Sound,Western,Northwest,St. Louis,Missouri,122,102,A,20,win,55,58 W 3 L,0.951
cht_2030_62,2030,62,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,138,86,H,52,win,56,59 W 3 L,0.952
cht_2030_63,2030,63,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,115,105,A,10,win,57,60 W 3 L,0.952
cht_2030_64,2030,64,NAS,Stars,Eastern,Central,Nashville,Tennessee,99,62,A,37,win,58,61 W 3 L,0.953
cht_2030_65,2030,65,LAC,Clippers,Western,Pacific,Charlotte,North Carolina,126,103,H,23,win,59,62 W 3 L,0.954
cht_2030_66,2030,66,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,119,101,A,18,win,60,63 W 3 L,0.955
cht_2030_67,2030,67,MIL,Bucks,Western,Northwest,Milwaukee,Wisconsin,105,97,A,8,win,61,64 W 3 L,0.955
cht_2030_68,2030,68,OKC,Thunder,Western,Southwest,Oklahoma City,Oklahoma,131,92,A,39,win,62,65 W 3 L,0.956
cht_2030_69,2030,69,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,126,92,H,34,win,63,66 W 3 L,0.957
cht_2030_70,2030,70,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,133,88,H,45,win,64,67 W 3 L,0.957
cht_2030_71,2030,71,IND,Pacers,Eastern,Central,Indianapolis,Indiana,104,107,A,-3,loss,63,67 W 4 L,0.944
cht_2030_72,2030,72,WAS,Wizards,Eastern,Southeast,Charlotte,North Carolina,130,80,H,50,win,64,68 W 4 L,0.944
cht_2030_73,2030,73,ORL,Magic,Eastern,Southeast,Charlotte,North Carolina,116,108,H,8,win,65,69 W 4 L,0.945
cht_2030_74,2030,74,NOLA,Pelicans,Western,Southwest,New Orleans,Louisiana,118,99,A,19,win,66,70 W 4 L,0.946
cht_2030_75,2030,75,DEN,Nuggets,Western,Northwest,Charlotte,North Carolina,117,96,H,21,win,67,71 W 4 L,0.947
cht_2030_76,2030,76,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,114,91,A,23,win,68,72 W 4 L,0.947
cht_2030_77,2030,77,TOR,Raptors,Eastern,Atlantic,Charlotte,North Carolina,128,95,H,33,win,69,73 W 4 L,0.948
cht_2030_78,2030,78,HOU,Rockets,Western,Southwest,Charlotte,North Carolina,114,87,H,27,win,70,74 W 4 L,0.949
cht_2030_79,2030,79,TOR,Raptors,Eastern,Atlantic,Toronto,Canada,107,87,A,20,win,71,75 W 4 L,0.949
cht_2030_80,2030,80,GSW,Warriors,Western,Pacific,Charlotte,North Carolina,123,88,H,35,win,72,76 W 4 L,0.95
cht_2030_81,2030,81,MIA,Heat,Eastern,Southeast,Miami,Florida,110,93,A,17,win,73,77 W 4 L,0.951
cht_2030_82,2030,82,CHI,Bulls,Eastern,Central,Chicago,Illinois,94,80,A,14,win,74,78 W 4 L,0.951
