game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2021_62,2021,62,SAN,Spurs,A,105,118,Western,Southwest,San Antonio,Texas,-13,loss,32,47 W 15 L,0.758
nas_2021_63,2021,63,NOLA,Pelicans,H,131,120,Western,Southwest,Nashville,Tennessee,11,win,33,48 W 15 L,0.762
nas_2021_64,2021,64,CHA,Hornets,H,160,102,Eastern,Southeast,Nashville,Tennessee,58,win,34,49 W 15 L,0.766
nas_2021_65,2021,65,ORL,Magic,A,115,122,Eastern,Southeast,Orlando,Florida,-7,loss,33,49 W 16 L,0.754
nas_2021_66,2021,66,BOS,Celtics,H,116,111,Eastern,Atlantic,Nashville,Tennessee,5,win,34,50 W 16 L,0.758
nas_2021_67,2021,67,CLE,Cavaliers,A,134,125,Eastern,Central,Cleveland,Ohio,9,win,35,51 W 16 L,0.761
nas_2021_68,2021,68,SAN,Spurs,H,102,131,Western,Southwest,Nashville,Tennessee,-29,loss,34,51 W 17 L,0.75
nas_2021_69,2021,69,ATL,Hawks,H,126,116,Eastern,Southeast,Nashville,Tennessee,10,win,35,52 W 17 L,0.754
nas_2021_70,2021,70,MIN,Timberwolves,H,107,91,Western,Northwest,Nashville,Tennessee,16,win,36,53 W 17 L,0.757
nas_2021_71,2021,71,BOS,Celtics,A,110,106,Eastern,Atlantic,Boston,Massachusetts,4,win,37,54 W 17 L,0.761
nas_2021_72,2021,72,LAL,Lakers,A,93,129,Western,Pacific,Los Angeles,California,-36,loss,36,54 W 18 L,0.75
nas_2021_73,2021,73,OKC,Thunder,H,116,99,Western,Southwest,Nashville,Tennessee,17,win,37,55 W 18 L,0.753
nas_2021_74,2021,74,NYK,Knicks,A,131,123,Eastern,Atlantic,New York City,New York,8,win,38,56 W 18 L,0.757
nas_2021_75,2021,75,NYK,Knicks,H,136,115,Eastern,Atlantic,Nashville,Tennessee,21,win,39,57 W 18 L,0.76
nas_2021_76,2021,76,DET,Pistons,H,124,116,Eastern,Central,Nashville,Tennessee,8,win,40,58 W 18 L,0.763
nas_2021_77,2021,77,MIA,Heat,H,112,92,Eastern,Southeast,Nashville,Tennessee,20,win,41,59 W 18 L,0.766
nas_2021_78,2021,78,VIR,Storm,H,128,99,Eastern,Southeast,Nashville,Tennessee,29,win,42,60 W 18 L,0.769
nas_2021_79,2021,79,CHA,Hornets,H,128,116,Eastern,Southeast,Nashville,Tennessee,12,win,43,61 W 18 L,0.772
nas_2021_80,2021,80,CHI,Bulls,A,142,110,Eastern,Central,Chicago,Illinois,32,win,44,62 W 18 L,0.775
nas_2021_81,2021,81,DAL,Mavericks,H,128,127,Western,Southwest,Nashville,Tennessee,1,win,45,63 W 18 L,0.778
nas_2021_82,2021,82,IND,Pacers,A,109,123,Eastern,Central,Indianapolis,Indiana,-14,loss,44,63 W 19 L,0.768
