game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2022_24,2022,24,BOS,Celtics,H,98,124,Eastern,Atlantic,Nashville,Tennessee,-26,loss,8,16 W 8 L,0.667
nas_2022_25,2022,25,OKC,Thunder,H,121,112,Western,Southwest,Nashville,Tennessee,9,win,9,17 W 8 L,0.68
nas_2022_26,2022,26,LAC,Clippers,A,107,77,Western,Pacific,Los Angeles,California,30,win,10,18 W 8 L,0.692
nas_2022_27,2022,27,LAL,Lakers,H,102,132,Western,Pacific,Nashville,Tennessee,-30,loss,9,18 W 9 L,0.667
nas_2022_28,2022,28,VIR,Storm,A,109,115,Eastern,Southeast,Richmond,Virginia,-6,loss,8,18 W 10 L,0.643
nas_2022_29,2022,29,OKC,Thunder,A,137,106,Western,Southwest,Oklahoma City,Oklahoma,31,win,9,19 W 10 L,0.655
nas_2022_30,2022,30,IND,Pacers,H,105,103,Eastern,Central,Nashville,Tennessee,2,win,10,20 W 10 L,0.667
nas_2022_31,2022,31,CLE,Cavaliers,A,127,138,Eastern,Central,Cleveland,Ohio,-11,loss,9,20 W 11 L,0.645
nas_2022_32,2022,32,LOU,Liberty,H,95,97,Eastern,Central,Nashville,Tennessee,-2,loss,8,20 W 12 L,0.625
nas_2022_33,2022,33,MEM,Grizzlies,H,109,82,Western,Southwest,Nashville,Tennessee,27,win,9,21 W 12 L,0.636
nas_2022_34,2022,34,ATL,Hawks,A,88,98,Eastern,Southeast,Atlanta,Georgia,-10,loss,8,21 W 13 L,0.618
nas_2022_35,2022,35,UTA,Jazz,A,133,110,Western,Pacific,Salt Lake City,Utah,23,win,9,22 W 13 L,0.629
nas_2022_36,2022,36,MIA,Heat,H,123,75,Eastern,Southeast,Nashville,Tennessee,48,win,10,23 W 13 L,0.639
nas_2022_37,2022,37,CLE,Cavaliers,H,98,107,Eastern,Central,Nashville,Tennessee,-9,loss,9,23 W 14 L,0.622
nas_2022_38,2022,38,CHI,Bulls,A,116,123,Eastern,Central,Chicago,Illinois,-7,loss,8,23 W 15 L,0.605
nas_2022_39,2022,39,HOU,Rockets,H,117,123,Western,Southwest,Nashville,Tennessee,-6,loss,7,23 W 16 L,0.59
nas_2022_40,2022,40,IND,Pacers,A,108,89,Eastern,Central,Indianapolis,Indiana,19,win,8,24 W 16 L,0.6
nas_2022_41,2022,41,ORL,Magic,A,130,116,Eastern,Southeast,Orlando,Florida,14,win,9,25 W 16 L,0.61
nas_2022_42,2022,42,CHI,Bulls,H,117,116,Eastern,Central,Nashville,Tennessee,1,win,10,26 W 16 L,0.619
nas_2022_43,2022,43,IND,Pacers,H,116,89,Eastern,Central,Nashville,Tennessee,27,win,11,27 W 16 L,0.628
nas_2022_44,2022,44,BKN,Nets,A,102,96,Eastern,Atlantic,Brooklyn,New York,6,win,12,28 W 16 L,0.636
nas_2022_45,2022,45,BOS,Celtics,A,127,101,Eastern,Atlantic,Boston,Massachusetts,26,win,13,29 W 16 L,0.644
nas_2022_46,2022,46,PHI,76ers,A,121,125,Eastern,Atlantic,Philadelphia,Pennsylvania,-4,loss,12,29 W 17 L,0.63
nas_2022_47,2022,47,SAN,Spurs,H,111,96,Western,Southwest,Nashville,Tennessee,15,win,13,30 W 17 L,0.638
nas_2022_48,2022,48,NOLA,Pelicans,A,119,121,Western,Southwest,New Orleans,Louisiana,-2,loss,12,30 W 18 L,0.625
nas_2022_49,2022,49,VIR,Storm,H,123,112,Eastern,Southeast,Nashville,Tennessee,11,win,13,31 W 18 L,0.633
nas_2022_50,2022,50,WAS,Wizards,A,143,114,Eastern,Southeast,Washington,District of Columbia,29,win,14,32 W 18 L,0.64
nas_2022_51,2022,51,VCR,Ravens,A,116,125,Western,Northwest,Vancouver,Canada,-9,loss,13,32 W 19 L,0.627
nas_2022_52,2022,52,CHA,Hornets,H,120,134,Eastern,Southeast,Nashville,Tennessee,-14,loss,12,32 W 20 L,0.615
nas_2022_53,2022,53,STL,Sound,A,127,90,Western,Northwest,St. Louis,Missouri,37,win,13,33 W 20 L,0.623
nas_2022_54,2022,54,DAL,Mavericks,A,130,102,Western,Southwest,Dallas,Texas,28,win,14,34 W 20 L,0.63
nas_2022_55,2022,55,DEN,Nuggets,H,128,122,Western,Northwest,Nashville,Tennessee,6,win,15,35 W 20 L,0.636
nas_2022_56,2022,56,SAN,Spurs,A,120,101,Western,Southwest,San Antonio,Texas,19,win,16,36 W 20 L,0.643
nas_2022_57,2022,57,CHI,Bulls,A,123,87,Eastern,Central,Chicago,Illinois,36,win,17,37 W 20 L,0.649
nas_2022_58,2022,58,BKN,Nets,A,122,116,Eastern,Atlantic,Brooklyn,New York,6,win,18,38 W 20 L,0.655
nas_2022_59,2022,59,ATL,Hawks,H,112,133,Eastern,Southeast,Nashville,Tennessee,-21,loss,17,38 W 21 L,0.644
nas_2022_60,2022,60,LAC,Clippers,H,101,89,Western,Pacific,Nashville,Tennessee,12,win,18,39 W 21 L,0.65
nas_2022_61,2022,61,DET,Pistons,H,142,95,Eastern,Central,Nashville,Tennessee,47,win,19,40 W 21 L,0.656
nas_2022_62,2022,62,BKN,Nets,H,99,115,Eastern,Atlantic,Nashville,Tennessee,-16,loss,18,40 W 22 L,0.645
nas_2022_63,2022,63,DET,Pistons,A,132,110,Eastern,Central,Detroit,Michigan,22,win,19,41 W 22 L,0.651
nas_2022_64,2022,64,POR,Blazers,A,138,119,Western,Northwest,Portland,Oregon,19,win,20,42 W 22 L,0.656
nas_2022_65,2022,65,MIN,Timberwolves,A,135,101,Western,Northwest,Minnenapolis,Minnesota,34,win,21,43 W 22 L,0.662
nas_2022_66,2022,66,SAC,Kings,H,134,111,Western,Pacific,Nashville,Tennessee,23,win,22,44 W 22 L,0.667
nas_2022_67,2022,67,DET,Pistons,A,117,114,Eastern,Central,Detroit,Michigan,3,win,23,45 W 22 L,0.672
nas_2022_68,2022,68,STL,Sound,H,99,102,Western,Northwest,Nashville,Tennessee,-3,loss,22,45 W 23 L,0.662
nas_2022_69,2022,69,NYK,Knicks,A,122,115,Eastern,Atlantic,New York City,New York,7,win,23,46 W 23 L,0.667
nas_2022_70,2022,70,PHI,76ers,H,127,112,Eastern,Atlantic,Nashville,Tennessee,15,win,24,47 W 23 L,0.671
nas_2022_71,2022,71,LAL,Lakers,A,106,85,Western,Pacific,Los Angeles,California,21,win,25,48 W 23 L,0.676
nas_2022_72,2022,72,DET,Pistons,H,117,107,Eastern,Central,Nashville,Tennessee,10,win,26,49 W 23 L,0.681
nas_2022_73,2022,73,POR,Blazers,H,122,100,Western,Northwest,Nashville,Tennessee,22,win,27,50 W 23 L,0.685
nas_2022_74,2022,74,BAL,Barons,H,115,103,Eastern,Atlantic,Nashville,Tennessee,12,win,28,51 W 23 L,0.689
nas_2022_75,2022,75,PHX,Suns,H,121,86,Western,Pacific,Nashville,Tennessee,35,win,29,52 W 23 L,0.693
nas_2022_76,2022,76,TOR,Raptors,H,115,90,Eastern,Atlantic,Nashville,Tennessee,25,win,30,53 W 23 L,0.697
nas_2022_77,2022,77,DEN,Nuggets,A,128,140,Western,Northwest,Denver,Colorado,-12,loss,29,53 W 24 L,0.688
nas_2022_78,2022,78,MEM,Grizzlies,A,128,96,Western,Southwest,Memphis,Tennessee,32,win,30,54 W 24 L,0.692
nas_2022_79,2022,79,SAC,Kings,A,113,124,Western,Pacific,Sacramento,California,-11,loss,29,54 W 25 L,0.684
nas_2022_80,2022,80,PHX,Suns,A,110,96,Western,Pacific,Phoenix,Arizona,14,win,30,55 W 25 L,0.688
nas_2022_81,2022,81,WAS,Wizards,H,140,97,Eastern,Southeast,Nashville,Tennessee,43,win,31,56 W 25 L,0.691
nas_2022_82,2022,82,NYK,Knicks,H,135,110,Eastern,Atlantic,Nashville,Tennessee,25,win,32,57 W 25 L,0.695
