game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2025_68,2025,68,MIL,Bucks,A,126,120,Western,Northwest,Milwaukee,Wisconsin,6,win,42,55 W 13 L,0.809
nas_2025_69,2025,69,DEN,Nuggets,H,120,95,Western,Northwest,Nashville,Tennessee,25,win,43,56 W 13 L,0.812
nas_2025_70,2025,70,BOS,Celtics,A,133,109,Eastern,Atlantic,Boston,Massachusetts,24,win,44,57 W 13 L,0.814
nas_2025_71,2025,71,ATL,Hawks,H,117,92,Eastern,Southeast,Nashville,Tennessee,25,win,45,58 W 13 L,0.817
nas_2025_72,2025,72,CHI,Bulls,A,122,97,Eastern,Central,Chicago,Illinois,25,win,46,59 W 13 L,0.819
nas_2025_73,2025,73,DAL,Mavericks,A,101,106,Western,Southwest,Dallas,Texas,-5,loss,45,59 W 14 L,0.808
nas_2025_74,2025,74,WAS,Wizards,H,124,70,Eastern,Southeast,Nashville,Tennessee,54,win,46,60 W 14 L,0.811
nas_2025_75,2025,75,HOU,Rockets,A,124,102,Western,Southwest,Houston,Texas,22,win,47,61 W 14 L,0.813
nas_2025_76,2025,76,IND,Pacers,H,113,95,Eastern,Central,Nashville,Tennessee,18,win,48,62 W 14 L,0.816
nas_2025_77,2025,77,SAN,Spurs,A,129,103,Western,Southwest,San Antonio,Texas,26,win,49,63 W 14 L,0.818
nas_2025_78,2025,78,DAL,Mavericks,H,118,93,Western,Southwest,Nashville,Tennessee,25,win,50,64 W 14 L,0.821
nas_2025_79,2025,79,GSW,Warriors,H,125,88,Western,Pacific,Nashville,Tennessee,37,win,51,65 W 14 L,0.823
nas_2025_80,2025,80,NOLA,Pelicans,A,119,90,Western,Southwest,New Orleans,Louisiana,29,win,52,66 W 14 L,0.825
nas_2025_81,2025,81,STL,Sound,A,111,103,Western,Northwest,St. Louis,Missouri,8,win,53,67 W 14 L,0.827
nas_2025_82,2025,82,MIL,Bucks,H,119,98,Western,Northwest,Nashville,Tennessee,21,win,54,68 W 14 L,0.829
